File A,File B,Similarity,n
Rice31,UPenn7,318943087848000.0,3.0
Rice31,UPenn7,7.36773690324e+17,4.0
Rice31,UPenn7,5.157499016822e+21,5.0
Rice31,UPenn7,1.1684486894109999e+25,6.0
Rice31,UPenn7,1.2887413485704e+29,7.0
Rice31,UPenn7,2.3972947734043e+32,8.0
Rice31,FSU53,426607138188000.0,3.0
Rice31,FSU53,5.30119978782e+17,4.0
Rice31,FSU53,7.144945451e+21,5.0
Rice31,FSU53,-1.07095409666014e+25,6.0
Rice31,FSU53,4.6510887357955e+29,7.0
Rice31,Caltech36,3403255723560.0,3.0
Rice31,Caltech36,4396704294600000.0,4.0
Rice31,Caltech36,1.066408780458e+19,5.0
Rice31,Caltech36,1.8668984443195999e+22,6.0
Rice31,Caltech36,4.4041359027108e+25,7.0
Rice31,Caltech36,8.94090857195631e+28,8.0
Rice31,Caltech36,2.1549108211075923e+32,9.0
Rice31,Rochester38,54199792231200.0,3.0
Rice31,Rochester38,9.50746232982e+16,4.0
Rice31,Rochester38,5.2056418835899993e+20,5.0
Rice31,Rochester38,7.982963745131e+23,6.0
Rice31,Rochester38,7.900450047052999e+27,7.0
Rice31,Rochester38,1.5642448609094003e+31,8.0
Rice31,Rochester38,1.76390894816821e+35,9.0
Rice31,Oberlin44,26669788160400.0,3.0
Rice31,Oberlin44,4.43271034332e+16,4.0
Rice31,Oberlin44,1.679821501086e+20,5.0
Rice31,Oberlin44,3.565921624254e+23,6.0
Rice31,Oberlin44,1.4121674951864998e+27,7.0
Rice31,Oberlin44,3.40226801734344e+30,8.0
Rice31,Oberlin44,1.3617554885382077e+34,9.0
Rice31,Vanderbilt48,217328314896000.0,3.0
Rice31,Vanderbilt48,5.47902864684e+17,4.0
Rice31,Vanderbilt48,5.114952265129999e+21,5.0
Rice31,Vanderbilt48,9.044802634809999e+24,6.0
Rice31,Vanderbilt48,2.257281724174e+29,7.0
Rice31,Vanderbilt48,5.022177814608e+32,8.0
Rice31,Vanderbilt48,1.2521628871023497e+37,9.0
Rice31,USF51,100180490256000.0,3.0
Rice31,USF51,5.12347880166e+16,4.0
Rice31,USF51,7.34856873426e+20,5.0
Rice31,USF51,-9.028701798452e+23,6.0
Rice31,USF51,1.129963771157e+28,7.0
Rice31,USF51,-3.369957924954e+31,8.0
Rice31,GWU54,193318670160000.0,3.0
Rice31,GWU54,2.45126593233e+17,4.0
Rice31,GWU54,3.2991681685699995e+21,5.0
Rice31,GWU54,-2.722448361438e+24,6.0
Rice31,GWU54,1.4830050558808999e+29,7.0
Rice31,GWU54,-4.009960475119988e+30,8.0
Rice31,WashU32,172638294444000.0,3.0
Rice31,WashU32,3.87098600754e+17,4.0
Rice31,WashU32,3.1317565849580004e+21,5.0
Rice31,WashU32,5.472012675135999e+24,6.0
Rice31,WashU32,9.305709962757002e+28,7.0
Rice31,WashU32,1.9280666628622997e+32,8.0
Rice31,WashU32,4.043043509710701e+36,9.0
Rice31,USC35,414280442268000.0,3.0
Rice31,USC35,4.612208763e+16,4.0
Rice31,USC35,3.1578018176795e+22,5.0
Rice31,USC35,-3.1063218734932e+26,6.0
Rice31,USC35,1.2925455453956409e+31,7.0
Rice31,USC35,3.278345037875967e+34,8.0
Rice31,JohnsHopkins55,71209748332800.0,3.0
Rice31,JohnsHopkins55,1.24534573554e+17,4.0
Rice31,JohnsHopkins55,7.1078759698e+20,5.0
Rice31,JohnsHopkins55,1.336497473108e+24,6.0
Rice31,JohnsHopkins55,9.370416267291001e+27,7.0
Rice31,JohnsHopkins55,1.7286944261894398e+31,8.0
Rice31,JohnsHopkins55,1.47230530499434e+35,9.0
Rice31,Cal65,109005484896000.0,3.0
Rice31,Cal65,1.76913941754e+17,4.0
Rice31,Cal65,7.502381810115999e+20,5.0
Rice31,Cal65,1.4043181238286e+24,6.0
Rice31,Cal65,6.963971366727101e+27,7.0
Rice31,Cal65,1.278792571630343e+31,8.0
Rice31,Cal65,7.627381215814971e+34,9.0
Rice31,BU10,212354307396000.0,3.0
Rice31,BU10,2.75386779183e+17,4.0
Rice31,BU10,2.37080796383e+21,5.0
Rice31,BU10,-1.3508896274793904e+24,6.0
Rice31,BU10,7.0148598988369995e+28,7.0
Rice31,BU10,1.2242568685554003e+31,8.0
Rice31,Princeton12,128659225464000.0,3.0
Rice31,Princeton12,3.19430943222e+17,4.0
Rice31,Princeton12,1.7292045799380002e+21,5.0
Rice31,Princeton12,5.57326394179e+24,6.0
Rice31,Princeton12,3.1003594952859005e+28,7.0
Rice31,Princeton12,1.1521714336868217e+32,8.0
Rice31,Princeton12,6.4250816804282004e+35,9.0
Rice31,Maryland58,300727167048000.0,3.0
Rice31,Maryland58,-7.767174231e+16,4.0
Rice31,Maryland58,1.626594850503e+22,5.0
Rice31,Maryland58,-1.3007097836946204e+26,6.0
Rice31,Maryland58,4.077926947366028e+30,7.0
Rice31,Maryland58,1.1598806052260932e+34,8.0
Rice31,Amherst41,32636386490400.0,3.0
Rice31,Amherst41,7.8127504695e+16,4.0
Rice31,Amherst41,3.379169340942e+20,5.0
Rice31,Amherst41,1.0699483954562e+24,6.0
Rice31,Amherst41,4.7351001457008e+27,7.0
Rice31,Amherst41,1.7038662090596838e+31,8.0
Rice31,Amherst41,7.576501103199042e+34,9.0
Rice31,Vassar85,40094568082800.0,3.0
Rice31,Vassar85,9.0073905972e+16,4.0
Rice31,Vassar85,3.6997001987259997e+20,5.0
Rice31,Vassar85,1.090386073487e+24,6.0
Rice31,Vassar85,4.5612983169798e+27,7.0
Rice31,Vassar85,1.5452493328395901e+31,8.0
Rice31,Vassar85,6.499593145582451e+34,9.0
Rice31,USFCA72,16259212569600.0,3.0
Rice31,USFCA72,2.03831520822e+16,4.0
Rice31,USFCA72,6.832279481368e+19,5.0
Rice31,USFCA72,1.020043088431e+23,6.0
Rice31,USFCA72,3.8073018258118006e+26,7.0
Rice31,USFCA72,6.096221686900086e+29,8.0
Rice31,USFCA72,2.4495980577185798e+33,9.0
Rice31,Wesleyan43,46953658105200.0,3.0
Rice31,Wesleyan43,1.04964932172e+17,4.0
Rice31,Wesleyan43,4.296533096862e+20,5.0
Rice31,Wesleyan43,1.2770941228878e+24,6.0
Rice31,Wesleyan43,5.307765781514e+27,7.0
Rice31,Wesleyan43,1.8115799310512488e+31,8.0
Rice31,Wesleyan43,7.573749936175381e+34,9.0
Rice31,Yale4,197386302960000.0,3.0
Rice31,Yale4,3.79678547547e+17,4.0
Rice31,Yale4,4.95371190711e+21,5.0
Rice31,Yale4,-3.943432583395e+24,6.0
Rice31,Yale4,3.441488607717e+29,7.0
Rice31,Yale4,5.695549672602e+32,8.0
Rice31,Yale4,4.347120458093859e+37,9.0
Rice31,MU78,255601202472000.0,3.0
Rice31,MU78,5.90059042434e+17,4.0
Rice31,MU78,2.963584854668e+21,5.0
Rice31,MU78,8.685895684026e+24,6.0
Rice31,MU78,4.567353043721299e+28,7.0
Rice31,MU78,1.507607251479867e+32,8.0
Rice31,UIllinois20,554050495152000.0,3.0
Rice31,UIllinois20,1.3812528687e+17,4.0
Rice31,UIllinois20,3.459625951831e+22,5.0
Rice31,UIllinois20,-3.8009213132092e+26,6.0
Rice31,UIllinois20,1.49873374945237e+31,7.0
Rice31,Hamilton46,34750759705200.0,3.0
Rice31,Hamilton46,8.3871100809e+16,4.0
Rice31,Hamilton46,3.70444892116e+20,5.0
Rice31,Hamilton46,1.1770453160104e+24,6.0
Rice31,Hamilton46,5.318475096642699e+27,7.0
Rice31,Hamilton46,1.9351140173418148e+31,8.0
Rice31,Hamilton46,8.779407884198899e+34,9.0
Rice31,Middlebury45,44313145430400.0,3.0
Rice31,Middlebury45,1.05475685343e+17,4.0
Rice31,Middlebury45,4.520448432768e+20,5.0
Rice31,Middlebury45,1.42778724038e+24,6.0
Rice31,Middlebury45,6.297367610478899e+27,7.0
Rice31,Middlebury45,2.2615485518872996e+31,8.0
Rice31,Middlebury45,1.004554169701439e+35,9.0
Rice31,UConn91,215628751800000.0,3.0
Rice31,UConn91,3.20202156483e+17,4.0
Rice31,UConn91,2.3852905090780003e+21,5.0
Rice31,UConn91,9.125894494030004e+23,6.0
Rice31,UConn91,5.422320614797e+28,7.0
Rice31,UConn91,4.24082012537956e+31,8.0
Rice31,American75,74821364125200.0,3.0
Rice31,American75,1.27789018728e+17,4.0
Rice31,American75,6.346921853479999e+20,5.0
Rice31,American75,1.1957305864369999e+24,6.0
Rice31,American75,7.428014574127519e+27,7.0
Rice31,American75,1.3999795253605202e+31,8.0
Rice31,American75,1.0328154490856101e+35,9.0
Rice31,Villanova62,123044123664000.0,3.0
Rice31,Villanova62,2.59458535746e+17,4.0
Rice31,Villanova62,1.43994640502e+21,5.0
Rice31,Villanova62,3.388108478304e+24,6.0
Rice31,Villanova62,2.364818533917e+28,7.0
Rice31,Villanova62,5.7529288720524e+31,8.0
Rice31,Villanova62,4.630224924831801e+35,9.0
Rice31,Bowdoin47,27440958283200.0,3.0
Rice31,Bowdoin47,5.92248847512e+16,4.0
Rice31,Bowdoin47,2.38386366923e+20,5.0
Rice31,Bowdoin47,6.623649098012001e+23,6.0
Rice31,Bowdoin47,2.7726717101596997e+27,7.0
Rice31,Bowdoin47,8.91412714351157e+30,8.0
Rice31,Bowdoin47,3.7117632271605503e+34,9.0
Rice31,Williams40,40215182238000.0,3.0
Rice31,Williams40,9.4410299667e+16,4.0
Rice31,Williams40,4.10706624945e+20,5.0
Rice31,Williams40,1.2557549274414e+24,6.0
Rice31,Williams40,5.6670589648766e+27,7.0
Rice31,Williams40,1.9847486659805739e+31,8.0
Rice31,Williams40,8.93653211761204e+34,9.0
Rice31,UNC28,391206353076000.0,3.0
Rice31,UNC28,-2.3834066229e+17,4.0
Rice31,UNC28,2.5711078244303002e+22,5.0
Rice31,UNC28,-1.9246025828272002e+26,6.0
Rice31,UNC28,6.602167635045251e+30,7.0
Rice31,UNC28,9.235175089865703e+32,8.0
Rice31,Tennessee95,432562683168000.0,3.0
Rice31,Tennessee95,-5.7334268934e+17,4.0
Rice31,Tennessee95,4.945059395185999e+22,5.0
Rice31,Tennessee95,-6.1762279835086206e+26,6.0
Rice31,Tennessee95,2.3932131404489538e+31,7.0
Rice31,Tennessee95,4.0668693729057124e+34,8.0
Rice31,Reed98,3669323122080.0,3.0
Rice31,Reed98,3870781489710000.0,4.0
Rice31,Reed98,9.367446164300001e+18,5.0
Rice31,Reed98,1.3290687926749998e+22,6.0
Rice31,Reed98,3.1685021868246e+25,7.0
Rice31,Reed98,5.2204374990595e+28,8.0
Rice31,Reed98,1.2608488191086298e+32,9.0
Rice31,Baylor93,374237250156000.0,3.0
Rice31,Baylor93,8.7158173917e+17,4.0
Rice31,Baylor93,8.860842126540001e+21,5.0
Rice31,Baylor93,1.377098733731e+25,6.0
Rice31,Baylor93,3.62554359474e+29,7.0
Rice31,Baylor93,5.593909950995999e+32,8.0
Rice31,UVA16,384242742576000.0,3.0
Rice31,UVA16,4.39170096876e+17,4.0
Rice31,UVA16,1.420309416431e+22,5.0
Rice31,UVA16,-5.8870552723649995e+25,6.0
Rice31,UVA16,1.92568151821762e+30,7.0
Rice31,UVA16,1.4703123761891995e+33,8.0
Rice31,Emory27,139273978536000.0,3.0
Rice31,Emory27,3.4291556634e+17,4.0
Rice31,Emory27,1.847711695312e+21,5.0
Rice31,Emory27,5.731434275852999e+24,6.0
Rice31,Emory27,3.3193022548599996e+28,7.0
Rice31,Emory27,1.15708531589709e+32,8.0
Rice31,Emory27,6.883145271115499e+35,9.0
Rice31,Indiana69,580452084828000.0,3.0
Rice31,Indiana69,1.20542987328e+18,4.0
Rice31,Indiana69,8.3872424392e+21,5.0
Rice31,Indiana69,1.6118132162189997e+25,6.0
Rice31,Indiana69,1.783675233378e+29,7.0
Rice31,UC33,180093557952000.0,3.0
Rice31,UC33,2.12681886939e+17,4.0
Rice31,UC33,1.678685893532e+21,5.0
Rice31,UC33,1.254671430658e+23,6.0
Rice31,UC33,3.057074370996e+28,7.0
Rice31,UC33,-2.471515396262999e+31,8.0
Rice31,Auburn71,617904371700000.0,3.0
Rice31,Auburn71,-6.6403160097e+17,4.0
Rice31,Auburn71,7.1888907125661e+22,5.0
Rice31,Auburn71,-8.812922533617399e+26,6.0
Rice31,Auburn71,3.57060348081083e+31,7.0
Rice31,Auburn71,3.4822184475175184e+34,8.0
Rice31,NotreDame57,232361755164000.0,3.0
Rice31,NotreDame57,5.06063743554e+17,4.0
Rice31,NotreDame57,3.411839296926e+21,5.0
Rice31,NotreDame57,7.261556589029e+24,6.0
Rice31,NotreDame57,7.337329446082e+28,7.0
Rice31,NotreDame57,1.3399071114032997e+32,8.0
Rice31,NotreDame57,1.9344594726173196e+36,9.0
Rice31,Wisconsin87,337047590880000.0,3.0
Rice31,Wisconsin87,-2.797169001e+17,4.0
Rice31,Wisconsin87,2.095799196875e+22,5.0
Rice31,Wisconsin87,-1.7256157728225e+26,6.0
Rice31,Wisconsin87,5.07264998171468e+30,7.0
Rice31,Texas80,523712144340000.0,3.0
Rice31,Texas80,7.76601480804e+17,4.0
Rice31,Texas80,7.29280578954e+21,5.0
Rice31,Texas80,1.0242055149910003e+24,6.0
Rice31,Texas80,1.9532176087103198e+29,7.0
Rice31,Howard90,105208438104000.0,3.0
Rice31,Howard90,2.74587366909e+17,4.0
Rice31,Howard90,1.90925247767e+21,5.0
Rice31,Howard90,6.015195849902e+24,6.0
Rice31,Howard90,4.6362390244696e+28,7.0
Rice31,Howard90,1.61387190103331e+32,8.0
Rice31,Howard90,1.3051202043035591e+36,9.0
Rice31,JMU79,173910756096000.0,3.0
Rice31,JMU79,-3.7915280307e+16,4.0
Rice31,JMU79,8.531333131706e+21,5.0
Rice31,JMU79,-7.0118906614836e+25,6.0
Rice31,JMU79,1.880216155949978e+30,7.0
Rice31,JMU79,3.330156898679171e+33,8.0
Rice31,Mississippi66,377797313124000.0,3.0
Rice31,Mississippi66,9.7950761607e+17,4.0
Rice31,Mississippi66,1.020124375044e+22,5.0
Rice31,Mississippi66,2.220653611107e+25,6.0
Rice31,Mississippi66,4.0341068662980005e+29,7.0
Rice31,Mississippi66,4.3898906232736e+32,8.0
Rice31,Simmons81,6586196074920.0,3.0
Rice31,Simmons81,8530457102340000.0,4.0
Rice31,Simmons81,2.007357451204e+19,5.0
Rice31,Simmons81,3.4368085738734003e+22,6.0
Rice31,Simmons81,8.249885111245e+25,7.0
Rice31,Simmons81,1.618151274574268e+29,8.0
Rice31,Simmons81,3.8750496623975e+32,9.0
Rice31,Colgate88,57456285994800.0,3.0
Rice31,Colgate88,1.49569197774e+17,4.0
Rice31,Colgate88,6.8016565946e+20,5.0
Rice31,Colgate88,2.3129074610371998e+24,6.0
Rice31,Colgate88,1.0782562400255002e+28,7.0
Rice31,Colgate88,4.211501294366493e+31,8.0
Rice31,Colgate88,1.9893048702725403e+35,9.0
Rice31,Santa74,59939929526400.0,3.0
Rice31,Santa74,1.37131311171e+17,4.0
Rice31,Santa74,7.301888641179999e+20,5.0
Rice31,Santa74,2.010660997146e+24,6.0
Rice31,Santa74,1.223416754837e+28,7.0
Rice31,Santa74,3.8876790844557003e+31,8.0
Rice31,Santa74,2.4272679703349126e+35,9.0
Rice31,Temple83,122536553832000.0,3.0
Rice31,Temple83,4.7434835106e+16,4.0
Rice31,Temple83,1.349341096384e+21,5.0
Rice31,Temple83,-2.5780477811362e+24,6.0
Rice31,Temple83,3.480499327979e+28,7.0
Rice31,Temple83,-6.3977098717738985e+31,8.0
Rice31,Texas84,933848906760000.0,3.0
Rice31,Texas84,-4.02727678944e+18,4.0
Rice31,Texas84,2.319606529895e+23,5.0
Rice31,Texas84,-3.73142114393768e+27,6.0
Rice31,Texas84,1.8538916636601104e+32,7.0
Rice31,Oklahoma97,538757080092000.0,3.0
Rice31,Oklahoma97,8.24716842978e+17,4.0
Rice31,Oklahoma97,1.710949798164e+22,5.0
Rice31,Oklahoma97,-2.6302856870090002e+25,6.0
Rice31,Oklahoma97,1.2910763022701998e+30,7.0
Rice31,Oklahoma97,-1.1740787751701003e+33,8.0
Rice31,Wellesley22,29243715454800.0,3.0
Rice31,Wellesley22,4.91165235204e+16,4.0
Rice31,Wellesley22,2.048027508888e+20,5.0
Rice31,Wellesley22,4.0955750948150004e+23,6.0
Rice31,Wellesley22,1.9218077298899997e+27,7.0
Rice31,Wellesley22,4.2913934538076e+30,8.0
Rice31,Wellesley22,2.08375085274856e+34,9.0
Rice31,Michigan23,518090852664000.0,3.0
Rice31,Michigan23,6.82611105948e+17,4.0
Rice31,Michigan23,8.51349245268e+21,5.0
Rice31,Michigan23,-7.298822252658998e+24,6.0
Rice31,Michigan23,3.2067503673730004e+29,7.0
Rice31,Northeastern19,108842779584000.0,3.0
Rice31,Northeastern19,1.32286539765e+17,4.0
Rice31,Northeastern19,6.953275251039999e+20,5.0
Rice31,Northeastern19,5.206017746249999e+23,6.0
Rice31,Northeastern19,7.364547838696801e+27,7.0
Rice31,Northeastern19,8.11926535529e+29,8.0
Rice31,Northwestern25,228553212888000.0,3.0
Rice31,Northwestern25,4.58004019638e+17,4.0
Rice31,Northwestern25,4.87001810389e+21,5.0
Rice31,Northwestern25,7.407725194319994e+23,6.0
Rice31,Northwestern25,2.2057158371704996e+29,7.0
Rice31,Northwestern25,2.1459235367095996e+32,8.0
Rice31,Northwestern25,1.6002075363370002e+37,9.0
Rice31,Georgetown15,188082035064000.0,3.0
Rice31,Georgetown15,4.29927536595e+17,4.0
Rice31,Georgetown15,2.762508426638e+21,5.0
Rice31,Georgetown15,6.77400983378e+24,6.0
Rice31,Georgetown15,5.7376563633249995e+28,7.0
Rice31,Georgetown15,1.2988101949382398e+32,8.0
Rice31,Georgetown15,1.4065594099938204e+36,9.0
Rice31,UCLA26,298129187664000.0,3.0
Rice31,UCLA26,4.99203166995e+17,4.0
Rice31,UCLA26,3.178226377086e+21,5.0
Rice31,UCLA26,4.725620951566e+24,6.0
Rice31,UCLA26,4.975245312303e+28,7.0
Rice31,UCLA26,3.9208717016669003e+31,8.0
Rice31,Cornell5,376162301592000.0,3.0
Rice31,Cornell5,1.5194231892e+17,4.0
Rice31,Cornell5,1.534056038223e+22,5.0
Rice31,Cornell5,-8.630473366558e+25,6.0
Rice31,Cornell5,2.37635793500967e+30,7.0
Rice31,Cornell5,1.1894316703083996e+33,8.0
Rice31,UF21,842270575608000.0,3.0
Rice31,UF21,-6.27159420051e+18,4.0
Rice31,UF21,3.934625273101e+23,5.0
Rice31,UF21,-9.11182293469496e+27,6.0
Rice31,UF21,6.092419368253657e+32,7.0
Rice31,William77,106886778768000.0,3.0
Rice31,William77,2.10358053339e+17,4.0
Rice31,William77,1.31411324353e+21,5.0
Rice31,William77,2.66396970349e+24,6.0
Rice31,William77,2.23344319607e+28,7.0
Rice31,William77,4.565695166758401e+31,8.0
Rice31,William77,4.541029350438499e+35,9.0
Rice31,Harvard1,509028874200000.0,3.0
Rice31,Harvard1,1.29728004765e+18,4.0
Rice31,Harvard1,1.213900152734e+22,5.0
Rice31,Harvard1,3.071763357177e+25,6.0
Rice31,Harvard1,4.0149385932989005e+29,7.0
Rice31,Harvard1,7.366594796099991e+32,8.0
Rice31,Carnegie49,103981074120000.0,3.0
Rice31,Carnegie49,1.68874797849e+17,4.0
Rice31,Carnegie49,1.213992231414e+21,5.0
Rice31,Carnegie49,1.4927232691220001e+24,6.0
Rice31,Carnegie49,2.0797995376616e+28,7.0
Rice31,Carnegie49,2.7875561056408005e+30,8.0
Rice31,Carnegie49,4.486053287032402e+35,9.0
Rice31,Vermont70,51787155420000.0,3.0
Rice31,Vermont70,6.1156969317e+16,4.0
Rice31,Vermont70,2.790562213398e+20,5.0
Rice31,Vermont70,2.9393243176970003e+23,6.0
Rice31,Vermont70,2.213905906479e+27,7.0
Rice31,Vermont70,2.2746182898429e+30,8.0
Rice31,Vermont70,2.2291154656101003e+34,9.0
Rice31,Bingham82,124581865716000.0,3.0
Rice31,Bingham82,2.49635751237e+17,4.0
Rice31,Bingham82,1.085678049692e+21,5.0
Rice31,Bingham82,2.761585203722e+24,6.0
Rice31,Bingham82,1.26097027559416e+28,7.0
Rice31,Bingham82,3.5939833346494234e+31,8.0
Rice31,Bingham82,1.6987280386928057e+35,9.0
Rice31,UChicago30,73300953726000.0,3.0
Rice31,UChicago30,7.31017717302e+16,4.0
Rice31,UChicago30,9.10250647667e+20,5.0
Rice31,UChicago30,-8.481353118555998e+23,6.0
Rice31,UChicago30,3.1998145100546003e+28,7.0
Rice31,UChicago30,7.668221634475992e+30,8.0
Rice31,UChicago30,1.403947768952133e+36,9.0
Rice31,BC17,203234851512000.0,3.0
Rice31,BC17,4.14732736836e+17,4.0
Rice31,BC17,2.704871029008e+21,5.0
Rice31,BC17,5.405740270322e+24,6.0
Rice31,BC17,5.268194266234e+28,7.0
Rice31,BC17,9.33115746486e+31,8.0
Rice31,BC17,1.34323657981131e+36,9.0
Rice31,Smith60,27460677459600.0,3.0
Rice31,Smith60,5.33534989731e+16,4.0
Rice31,Smith60,1.824333478232e+20,5.0
Rice31,Smith60,4.626556521327e+23,6.0
Rice31,Smith60,1.62669777481412e+27,7.0
Rice31,Smith60,4.7589414188525065e+30,8.0
Rice31,Smith60,1.6807093151364824e+34,9.0
Rice31,Columbia2,211632744708000.0,3.0
Rice31,Columbia2,-7.2176296584e+16,4.0
Rice31,Columbia2,1.18219796872e+22,5.0
Rice31,Columbia2,-8.585166688481802e+25,6.0
Rice31,Columbia2,2.4429197839586296e+30,7.0
Rice31,Columbia2,1.0065262710872158e+33,8.0
Rice31,Columbia2,5.005568100786935e+38,9.0
Rice31,Dartmouth6,125772090444000.0,3.0
Rice31,Dartmouth6,2.55928794846e+17,4.0
Rice31,Dartmouth6,1.449226845264e+21,5.0
Rice31,Dartmouth6,3.500854779952e+24,6.0
Rice31,Dartmouth6,2.2541528238890003e+28,7.0
Rice31,Dartmouth6,5.6049222486033565e+31,8.0
Rice31,Dartmouth6,4.032705308869e+35,9.0
Rice31,UMass92,179185414716000.0,3.0
Rice31,UMass92,-2.50937744097e+17,4.0
Rice31,UMass92,1.240677726814e+22,5.0
Rice31,UMass92,-1.2452730720432599e+26,6.0
Rice31,UMass92,3.7562458776832006e+30,7.0
Rice31,UMass92,6.92688561368452e+33,8.0
Rice31,Tufts18,93275241444000.0,3.0
Rice31,Tufts18,1.81628645886e+17,4.0
Rice31,Tufts18,9.180436568019999e+20,5.0
Rice31,Tufts18,2.093828412818e+24,6.0
Rice31,Tufts18,1.2069230610467e+28,7.0
Rice31,Tufts18,2.88998715949883e+31,8.0
Rice31,Tufts18,1.8545471248959995e+35,9.0
Rice31,Berkeley13,394100562240000.0,3.0
Rice31,Berkeley13,-3.7635544968e+17,4.0
Rice31,Berkeley13,2.669458142022e+22,5.0
Rice31,Berkeley13,-2.24161109681862e+26,6.0
Rice31,Berkeley13,6.531732091570351e+30,7.0
Rice31,Berkeley13,-6.070550124574506e+33,8.0
Rice31,Virginia63,357065649864000.0,3.0
Rice31,Virginia63,-3.65649814029e+18,4.0
Rice31,Virginia63,2.0069285800284e+23,5.0
Rice31,Virginia63,-4.14967637268438e+27,6.0
Rice31,Virginia63,2.5226334154642994e+32,7.0
Rice31,Virginia63,6.813133479354117e+35,8.0
Rice31,Pepperdine86,64199713762800.0,3.0
Rice31,Pepperdine86,1.61087962068e+17,4.0
Rice31,Pepperdine86,8.348351860632e+20,5.0
Rice31,Pepperdine86,2.730781398536e+24,6.0
Rice31,Pepperdine86,1.4400930534187e+28,7.0
Rice31,Pepperdine86,5.474658687253399e+31,8.0
Rice31,Pepperdine86,2.879931184384539e+35,9.0
Rice31,Rutgers89,268781217012000.0,3.0
Rice31,Rutgers89,3.47424157752e+17,4.0
Rice31,Rutgers89,2.746794570628e+21,5.0
Rice31,Rutgers89,-8.771526124250999e+23,6.0
Rice31,Rutgers89,6.91368258750576e+28,7.0
Rice31,Bucknell39,54783320684400.0,3.0
Rice31,Bucknell39,1.34545813752e+17,4.0
Rice31,Bucknell39,5.6417941563879994e+20,5.0
Rice31,Bucknell39,1.8054483777039998e+24,6.0
Rice31,Bucknell39,7.761256850622799e+27,7.0
Rice31,Bucknell39,2.8459240718758526e+31,8.0
Rice31,Bucknell39,1.2413391210431461e+35,9.0
Tulane29,Tulane29,145945728640000.0,3.0
Tulane29,Tulane29,1.88144003428e+17,4.0
Tulane29,Tulane29,1.19888925433e+21,5.0
Tulane29,Tulane29,4.8303583733709994e+24,6.0
Tulane29,Tulane29,9.102549391643e+28,7.0
Tulane29,Tulane29,1.8061575103546103e+33,8.0
Tulane29,Tulane29,3.172265457096436e+37,9.0
Tulane29,Lehigh96,97373664160000.0,3.0
Tulane29,Lehigh96,1.49385889982e+17,4.0
Tulane29,Lehigh96,7.9207655985e+20,5.0
Tulane29,Lehigh96,2.322929533999e+24,6.0
Tulane29,Lehigh96,3.383520298604e+28,7.0
Tulane29,Lehigh96,5.23387323840722e+32,8.0
Tulane29,Lehigh96,7.198463147964378e+36,9.0
Tulane29,NYU9,382856257040000.0,3.0
Tulane29,NYU9,1.0865780706e+17,4.0
Tulane29,NYU9,1.051612462917e+22,5.0
Tulane29,NYU9,2.5664400901429902e+26,6.0
Tulane29,NYU9,1.3098570462808221e+31,7.0
Tulane29,NYU9,5.607378630872203e+35,8.0
Tulane29,Penn94,836042099360000.0,3.0
Tulane29,Penn94,-1.62240051366e+18,4.0
Tulane29,Penn94,1.2386688947933998e+23,5.0
Tulane29,Penn94,6.93654427198303e+27,6.0
Tulane29,Penn94,6.619315492949488e+32,7.0
Tulane29,Syracuse56,291979647120000.0,3.0
Tulane29,Syracuse56,4.03485458422e+17,4.0
Tulane29,Syracuse56,2.97232504518e+21,5.0
Tulane29,Syracuse56,1.8741132618845e+25,6.0
Tulane29,Syracuse56,4.385346328021899e+29,7.0
Tulane29,Syracuse56,1.0118316620824152e+34,8.0
Tulane29,UC61,225256180640000.0,3.0
Tulane29,UC61,1.91173998888e+17,4.0
Tulane29,UC61,1.69718542952e+21,5.0
Tulane29,UC61,1.0619402811591001e+24,6.0
Tulane29,UC61,3.2560109362630004e+28,7.0
Tulane29,UC61,9.952349066809802e+31,8.0
Tulane29,Trinity100,54331706688000.0,3.0
Tulane29,Trinity100,9.9882756418e+16,4.0
Tulane29,Trinity100,4.56368061378e+20,5.0
Tulane29,Trinity100,8.373287055120001e+23,6.0
Tulane29,Trinity100,5.288833176180001e+27,7.0
Tulane29,Trinity100,8.107943301158001e+30,8.0
Tulane29,Trinity100,7.134756501330001e+34,9.0
Tulane29,UCSD34,202243464720000.0,3.0
Tulane29,UCSD34,1.02126198874e+17,4.0
Tulane29,UCSD34,3.77911204294e+21,5.0
Tulane29,UCSD34,9.3073128394648e+25,6.0
Tulane29,UCSD34,4.7556280389484675e+30,7.0
Tulane29,UCSD34,2.025052662893636e+35,8.0
Tulane29,Maine59,89780277320000.0,3.0
Tulane29,Maine59,8.03973940748e+16,4.0
Tulane29,Maine59,4.5017984832300004e+20,5.0
Tulane29,Maine59,1.6602273385488002e+24,6.0
Tulane29,Maine59,4.025318540436e+28,7.0
Tulane29,Maine59,7.340842647458543e+32,8.0
Tulane29,Maine59,1.073028975231847e+37,9.0
Tulane29,MIT8,149596546400000.0,3.0
Tulane29,MIT8,1.8727397345e+17,4.0
Tulane29,MIT8,1.43308550816e+21,5.0
Tulane29,MIT8,1.915287675146e+24,6.0
Tulane29,MIT8,2.6906496317820004e+28,7.0
Tulane29,MIT8,9.9934264583608e+31,8.0
Tulane29,MIT8,1.2055396540932601e+36,9.0
Tulane29,UGA50,795933843360000.0,3.0
Tulane29,UGA50,1.086505475908e+18,4.0
Tulane29,UGA50,1.8228288728700002e+22,5.0
