,m,n,p,s,K,corr,ind,time
0,20,10,0.5,0.9,3,0.3,0.35,0.30417799949645996
1,20,100,0.5,0.9,3,0.25,0.05,34.97322702407837
2,20,1000,0.5,0.9,3,0.0,0.0,21354.740962028503
